,text_a,text_b,labels
9967,@NurNiswah Org nak pergi intern dah. Nuha 30 baliknya. Mcm tak sempat jumpa je semua so sad im sad,Nuha,0
9968,@EDDYSANTRI Tuhan Yesus sumber kekuatan bagi keluarga dan kerabat yg ditinggalkan,Tuhan Yesus,0
9969,Sultan Selangor dukacita perpecahan orang Melayu di tahap amat merisaukan https://t.co/agRzVN40OS #malaysiagazette,Sultan Selangor,0
9970,"Siapa yang pake line dan suka ketipu,

kalo notifikasi line masuk, pada kecewa pas di cek ternyata hanya line Today",Today,0
9971,TERKINI : Orang Melayu Kecewa PH Gagal - Mohamad Hasan https://t.co/Iom4Q2KHgR #malaysiagazette,Mohamad Hasan,0
9972,"Jatoh di arena es kemarin, beneran masih sakit dong. Bikin susah tidur. Tengkurep ga enak, miring kanan/kiri ga enak, azab apa ini yawla.",kemarin,0
9973,"Nama 'Lemang Awek Cun'. Tapi ada pun awek yang menjual dan membakar.

*kecewa*",Nama,0
9974,"Namanya Masih Dipertimbangkan jadi Menteri, AHY: Saya Tidak Kecewa https://t.co/dYmpNcr6gw via @tribunnews",via,0
9975,Lagi kecewa sama kopi nya point cafe yg biasanya ajib. Asal asalan ah buat nya. Huftt,Huftt,0
9976,Knp gue yg sedih gara gara #songsong ..knp yaa lbh kasian #SongJoongKi nyaa..,SongJoongKi,0
9977,"Pesara ATM kecewa kerajaan PH kurangkan bantuan RM1,200 jadi RM500

Note: sikap Melayu bergantung pada minta. Usaha lah cari rezeki",Melayu,0
9978,"@itswannur Angels last mission: love / Dan, only love,,, ep 1 je dh sedih gila weh",Angels,0
9979,Weh sedih gila buat VC ngan mami pagi raya dah menangis alahai,Weh,0
9980,"@127blessmeacho Kaya kejatohan emas akutu
Terhura walopun sempet kecewa salah pesen 
Langsung ilang kecewaku dapet pc jae ",Terhura,0
9981,"Kalo punya harapan, harus berani kecewa. Kalo gamau kecewa, gausah berharap.",berharap,0
9982,@ScarletttMar Kecewa ,Kecewa,0
9983,"""Saat Kita semakin kecewa, Dia hadir dengan pujukan. Saat Kita berputus asa, Dia hadir dengan harapan"" -Shukery Azizan",Azizan,0
9984,"Liat ada yg dadah-dadah di stasiun, mau ldr-an, gue yg sedih. Astagfirullah aku.",Liat,0
9985,episod harini sedih  kesian mira. kecewa teruk weh. menangis aku tengok mira. #CariAkuDiSyurga,CariAkuDiSyurga,0
9986,Kecewa nya,Kecewa,0
9987,kecewa ,kecewa,0
9988,sedih jugak lagenda Malaysia dah tak main badminton hm.,Malaysia,0
9989,"Pressure. Stress. Kecewa dgn diri sendiri sebab buat mak abah sakit kepala, kecewa etc... asyik tanya diri bile nak berubah?",Pressure,0
9990,"Bergantung sepenuhnya pada Allah.

Harapan akan selalu ada,
Dan kecewa takkan pernah wujud.

Serious.",Bergantung,0
9991,@SinarOnline @drasyrafwajdi satu daripada #kenyataan #syok sendiri dari abang yang tak habis2 kecewa sbb bn kalah pru14,pru14,0
9992,"""Kau harus melihatnya dari istrimu yang pergi, bukan dari dirimu yang ditinggalkan..."" kata Orang yang menyenangkan pada Ray.",Ray,0
9993,Perghh kecewa aku dengan sikap kau nie.,Perghh,0
9994,"Kalau sy mati buli ka nyanyi lagu Hari ini ku rasa bahagia. Sbb kan bila nyanyi lagu oi Paradise, tmbah bikin sedih ni",Paradise,0
9995,Kalini aku betul betul kecewa ,Kalini,0
9996,Bestfriend nak tunang ya Allah aku lak yg sedih . Ni baru tunang belum kawen hm hm hm hm,Bestfriend,0
9997,@mfaizhasni Kecewa dah ,Kecewa,0
9998,"@SyifaZ6 @WahabisLokal @yunartowijaya Dengkul udh ko'it ?
Mau kirim karangan bunga dukacita",bunga dukacita,0
9999,Exactly nasuha kecewa teruk,Exactly,0
10000,Semalam beli puding caramel kecewa sbb tak manis. Hari ni kita try cari lagi yuk #pudingcaramel4lyfe,Semalam,0
10001,Apasal aku pula yang sedih ni bila tau dia nak pergi Pahang aduhh,Pahang,0
10002,Butab sama fw ketinggalan asw. Balik g y. Tapi sayang duit,Butab,0
10003,"Laundry aja w gamau... Alias aku kecewa sama laundry soalnya kalo yg cuci aku sendiri, jauh lebih wangi :(",Alias,0
10004,Kawan mengadu tak boleh raya sebab intern habis lepas rayaaa. Aku yg sedih ni ,Kawan,0
10005,Aku ndak boleh la begini. Asal tgk wan maimunah punya drama yg sedih2 ne mesti aku sedih. Lain betul penyampaian dia.  #SyilingOpah,SyilingOpah,0
10006,@UusRsd @LisaAmartaTara Dr pihak pembunuh blm ada ucapan duka cita ya? Karangan bunga ngasih ga mrk ya?,Karangan,0
10007,gue ngga kecewa karena gue ngerti kondisi. 2016 itu berat bgt buat iKON.. demi Tuhan gue ngga ada kecewa sm sekali..,2016,0
10008,Penggemar LOTJ dr jaman dulu. Baru ini bener2 kecewa sm mereka gegara si hanbin di cut out,LOTJ,0
10009,Evos SG kecewa buat kali kedua. Tahun lepas kena tapau dengan Reborn. Tahun ni Geek Fam pulak.,SG,0
10010,"Hi guys, boleh cadangkan 1 movie kt netflix utk sy tonton skrg. Yg sedih yg confirm nangis plZ",1,0
10011,Naseb td jumpa budu campur tempoyak. Atleast lega sikit hati yg sedih ini ,Atleast,0
10012,sedih  gila mak abah dah settle semua daftar aku lepastu balik jb allahu,allahu,0
10013,@Fahrihamzah Waduuh pak dewan...lupa minum Aqua...kata2 nya bijak sekali..saking Bijak nya buat orang Kecewa swmua.....,Aqua,0
10014,Cepat sangat matang sedih aku rasa.baru 4 years +++.kalau dia baik sangat macam ni sedih jugak rasa.,4,0
10015,"@iamcamyyy Hai, dukacita dimaklumkan, cawangan kami KLIA telah ditutup. Terima kasih.",KLIA,0
10016,"@bduck_nuckal Lin dan,,haishhh. .kecewa nya aku..",Lin,0
10017,Sedih jugak jadi James Milner ni.,James Milner,0
10018,Sedih gila sagat berus besi sampai tak detect fingerprint,fingerprint,0
10019,@KtcatsRahman Dah okay sikit tp masih sakit sbb luka betul2 dkt kepala lutut. Nnti balik rumah weekend ni kantoi la tu ,weekend,0
10020,@gojekindonesia udah di dm bukti2nya dari kemarin tapi nggak ada respon. Sumpah kecewa banget sama gojek. Kecewa kecewa kecewa titik,kemarin,0
10021,@ajibtoo Aku terjaga 3 minit sebelum alarm. Dia punya kecewa terjaga lebih awal dari alarm ni takleh nak ungkap,3 minit,0
10022,Seng muncul kok kecewa se.,Seng,0
10023,"Kalau masalah karya w acungi jempol deh tapi kalau attitude 0 besar, kecewa bgt..",0,0
10024,"Nasi ayam penyet yikfong tu buka tak harini?
Minggu lepas p tutup, kecewa guwe :(",Nasi,0
10025,"Pelajaran penting di hidup ini: Semuanya berubah. Kamu berubah. Dia berubah. Tak ada yg terus sama

Kondisi hubungan cinta pun berubah. Berharap akan terus tenang, tak ada gejolak, hanya akan berujung kecewa

Menemukan 1 orang yg selalu bikin hati gembira itu hanya ada di dongeng",1,0
10026,"Ya, banyak yang bilang kita akan merasakan dihari kedua, benar memang . Saya sesak,sakit sekali rasanya sakit menyadari hidup yang mendadak berubah, banyak pertanyaan yang belum ada jawabannya, saya sadar saya telah kehilangannya, saya kehilangan arah.",kedua,0
10027,Sedih gila kenapa Subway Arau takdak yang garlic bread tu em,Arau,0
10028,"just watched Miss Americana-Taylor Swift, sedih gila. Baik sangat pun tk boleh kaw2 orang pijak. But look at her now, she never gave up",Americana-Taylor Swift,0
10029,Bruno fernandes best main . Tp yg lain aduiii . Kecewa,Bruno,0
10030,"Siapa yang nak tengok movie, aku recommend movie miracle in cell no.7 sumpah sedih gila",7,0
10031,"Welcome to february

Semoga yg sedih cepat bahagia
Yang lagi nyari kerja cepet dapet kerjaan
Yang udah dapet kerja semoga betah
Yang sakit cepet sembuh
Yang jomblo cpt punya pacar
Yang punya pacar semoga langgeng
Yang pacaran udah lama semoga cepet nikah",february,0
10032,"@daranasution_ That quote was by Mother Theresa btw..

Tambahan dari aku : ia(lampu) mulai ditinggalkan(dipadamkan) ketika mereka menemukan cahaya yg lebih terang, dan kembali lg padanya(lampu) ketika cahaya yg lebih terang itu padam.

Kasian bgt ya si lampu nasibnya :(",Mother Theresa,0
10033,"Perjalanan baru dimulai saat usiamu semakin dewasa. Dimana kamu akan dihadapkan berbagai masalah, ditinggalkan seseorang yang kamu sayang, bahkan seringkali merasa sendirian. Tak apa, kamu pasti bisa melewatinya. Ada waktunya kamu buat bahagia.

#selasasambat",selasasambat,0
10034,"Aku kalau dah kecewa sangat dengan orang, pandang muka dia pun aku tak mahu, nanti aku jadi sedih. Sakit ",Sakit,0
10035,"pernah suatu ketika, Rasulullah berasa sangat kecewa dan sedih kerana Nabi juga merupakan seorang manusia.

Pada waktu itu Allah tidak menurunkan wahyu untuk satu tempoh yang lama sehingga orang mula mempersoalkan kerasulan Baginda.",satu,0
10036,untuk sesapa yg kecewa dan tk bole move on lagi bolela tgok bio aku gais,gais,0
10037,@hallyaaf Sebel bgt dia gak empati sm kita yg emang jadiin masker kebutuhan kak.. aku kecewa bgt sm statement nya parah,empati,0
10038,"Knp sih aku cengeng banget, ngeliat oneit disakitin ky gini lg tuh rasanya sakit banget. Trus air mata aku lgsg keluar gt aja. Ntahlah, aku sayang bgt sm keluarga ku Jahat bgt kalian yg udh nyakitin keluarga aku. Jahat. 
#__
#Join_TOP_Newunit
@x1official101",oneit,0
10039,Kalau babah balik johor hari ahad mesti rasa sedih gila2 mcam xpernah pjj pulak ,ahad,0
10040,"""Bel, kamu lg marah ya?""
""Lagi kecewa?""
""Lagi bingung ta?""

""Kok tau?""

""Keliatan banget ekspresimu.""",Kok,0
10041,"Lak ape ngaleh silahkan, iku hakmu, pokoke ojok aku seng ninggalno awakmu, aku wedi awakmu kecewa",Lak ape,0
10042,Kecewa. Mungkin ada yang lebih baik menanti.,Kecewa,0
10043,Kecewa la harini,Kecewa,0
10044,@rmaulanaf Katanya sakit. Itu udah hampir jam 12 belum tidur juga malah main twitter. Awas aja kalau hari ini masih sakit,12,0
10045,"Sorry emo. I sedih gila bila bf dia cakap ""aku jaga makan minum kau"" i felt that. Shibei betul nak tunang kot. Isokay bro. Nasib tak selamat ikat lagi. Better skrg dari time dah ikat.",Shibei,0
10046,Kerja hari ni masih sakit kepala. Cepat la weekend ,weekend,0
10047,"Prinsip yang masih gue bawa sampai sekarang. Beberapa kali mengangkap kisah duka dari kerabat atau teman. Visualnya tidak ada sama sekali saat mereka sakit, pemakaman, wajah sedih dari kerabat yg ditinggalkan. Tapi senyum dari mereka yg wafat &amp; yg ditinggalkan.",Visualnya,0
10048,"Siapa yang idamkan majlis sebegini? 

Lean pon LOVE sangat concept wedding yang macam ni. 

Tapi bila Lean usulkan pada family. Ayah &amp; Mama Lean nampak kecewa sangat. 

Mereka kata ""Kau hidup ni, dah takde mak bapak, takde sedara ke?""",Lean,0
10049,"aku harap nanti amek result spm, semua kawan aku happy. tak suke tengok depa sedih sedih. menangis pon sebab terharu bukan kecewa. and semua capai apa yang nak. doalah result yang kita akan dapat ni dekatkan lagi diri kepada Allah bukan jauhkan diri daripada Allah. #SPM2019",SPM2019,0
10050,sedih jugak ah kalau fakhri tak ikut datang perlis nanti:(,perlis,0
10051,"@ParkAreMin @kimyaqee2 ada satu melodrama Chocolate pon best jugak... pelakon pelakon lama jugak tapi tak ramai tengok, rating pon sedih jugak",Chocolate,0
10052,"Kecewa aku tengok ramai kecam Real Chukai minta sumbangan awam untuk terbang ke Sarawak, katanya tak ada duit jangan main. Hmm tak mengapa, hemat manusia berlainan.",Sarawak,0
10053,@syasnbila Ye dok aku sedih gila dok. Aku tgk gambar lama chat lama pastu nangis macam kena dera. Sedih babi dok,Ye,0
10054,@wfqhk sedih gila babiii,babiii,0
10055,"Bergabung dibulan kelahiran, maret 2019

Ini hati bukan bola.
Sekalinya kecewa ga akan bisa seperti semula.",maret 2019,0
10056,"Set your mind, if you stress, sedih, kecewa jangan lebih sehari. Sebab apa pun yang terjadi, you tetap kena handle bila sesuatu benda tu terjadi dalam hidup you. Satu you kena ingat, you juga berhak untuk bahagia.",Satu,0
10057,Kecewa aku karo koe #PesanUntukMantan,PesanUntukMantan,0
10058,"Terimakasih untuk kamu yg memberi harapan meski hanya sekedar untuk diabaikan lalu ditinggalkan tanpa diberi kepastian

Sekian wasallam",Sekian wasallam,0
10059,"Kalau km kecewa, km mau pergi, pamitan ya! Aku gasiap soalnya nek kudu noto ati seko nol meneh. Capek",nol,0
10060,"Jangan letak harapan terlalu tinggi terhadap seseorang, at the end kau akan menyesal dan kecewa.
#NoteToSelf",NoteToSelf,0
10061,"Aku pulak yang sedih dengan Bunga Cinta Lestari...i kenotttt

",Bunga Cinta Lestari,0
10062,"WTF! PLEASE saranin aku webtoon yg lucu, trus yg sedih jga bisa, aku baru pen baca webtoon setelah setahun hiatus",WTF,0
10063,"Mah, aku bikin kecewa mamah ya?",Mah,0
10064,@Seputar_LFC Kecewa mane ditarik babak 2,Kecewa,0
10065,"Ada dua golongan manusia yang bisa membuat syetan/jin kecewa dan kesel alias mangkel. Pertama, orang yang paham agama, karena mereka memang tak mempan digoda oleh syetan. Kedua, kaum penjahit, yang suka nulis iklan promosi ""vermak segala jenis jin"".  (serius amat.. ).",Pertama,0
10066,"Aku tidak pernah berharap pada sesuatu yang tidak pernah kuusahakan, karena itu hanya akan membuatku kecewa. -My Cup of Tea",-My Cup of Tea,0
10067,"Sakit sendiri
Kecewa sendiri 
Sedih sendiri 
Semua dipendam sendiri
Semoga kuat ya

 Anonymous",Sakit,0
10068,@arickCRISTEFER Meroyan sebab empty je tapi masa tu mungkin naik Audi tapi ditinggalkan tepi stesen bas Klang.. aderr,Klang,0
10069,Baru nak bahagia. Eh. Kecewa balik. Dah la. Penat la nak suka orang dah. Dah la bagi harapan. Pastu. Tahu tahu je dah berpunya. Eee.,Baru,0
10070,udah terlanjur kecewa kook ,kook,0
10071,"Saya sih pasrah aja gak apa gak ketemu adek, asal adek-adek sehat  tapi biarkan mereka misuh-misuh lah toh itu normal untuk sedih dan kecewa. Kok perasaan orang situ yang ngatur pakai bawa-bawa otak, otak situ yang gak dipakai kali",Kok,0
10072,"Yang penting aku sudah menjelaskan dan mengatakan kecewa, 
Masalah pesan dibalas atau tidak,
Aku sudah lega:')",mengatakan,0
10073,aku kecewa dengan diri sendiri sebab terlalu senang memaafkan org walaupun aku tak buat salah pon kt dia ),org,0
10074,Agree kecewa sgttt moment tu bukan senang nak dapat,Agree,0
10075,memang setiap tahun akan kecewa ngan result ajl ni ;) redha je lah  #AJL34,AJL34,0
10076,@MarrMohamad12 Seriously kecewa awat tactical dy org mcm harammm ,dy,0
10077,"Again, dia tak menang. Aku kecewa betul, sumpah kecewa.",Again,0
10078,Aku pulak yg sedih dgr lagu2 legend #AJL34,AJL34,0
10079,Rasa kecewa habis-habisan bila Ernie tak menang apa-apapun. But Tak sabar nak tengok worldwide reaction to her performance kat youtube nanti,Ernie,0
10080,"Bila ada rakan yang nak berhijrah, mereka akan support each other &amp; minta kawannya itu doakan agar mereka juga kembali kepada fitrah. 

""Aku suka sangat bila Safiey hijrah. Siap bedah lagi buang segala apa yang ada pd dia. Tapi aku kecewa sgt knp tiba2 dia jd pondan balik.""",Safiey,0
10081,"Niat nak beli Dominos dekat abg yg selalu duduk dekat motor tepi jalan tu, tapi harini dia takde pulak. Dia punya kecewa tu real weh ",Dominos,0
10082,"Ketika kamu lelah dan kecewa, maka saat itu kamu sedang belajar tentang kesungguhan. #keren #motivator #BRORIVAICenter #BRC #BRORIVAICenter",BRC,0
10083,Bapakkk ahhh sedih gila eps minggu ni sis nangesss byk kali,Bapakkk,0
10084,malu bgt nangis sedih bodoh,bodoh,0
10085,"Tuhan, 
Aku tak tahu apa aku rasa sekarang sedih pun tidak, kecewa pun tidak, terlalu bahagia pun tidak,

Namun, aku beryukur kini aku mampu lagi tersenyum dan ikut aturan takdirMu dengan tenang

Ya Allah,
Satu aku pinta jagalah kedua syurgaku hingga kesyurgaMu",Satu,0
10086,"@Fieyy97 Nasihat untuk diri kita yang mungkin pernah kena tinggal atau ditinggalkan ,

Allah mempertemukanmu dengan yang salah, agar kamu boleh belajar mengenali yang benar.

Yakni seseorang yang akan menjadi jodohmu kelak .",Yakni,0
10087,#titiantakdir ni dari 1st episode smpai last episode buat aku nangis .. sumpah sedih gila .. ,1st,0
10088,Ngopo kok dadak ngapusii yaa...  jujur we aku yo ra masalah... malah yen ngapusi ngene aku dadi kecewa...,Ngopo,0
10089,"No. The concept kt sini aku rasa mainly pasal restu dan doa ibu. Hence my question, if someone dah takda ibu, doa dan restu ibu itu yang aku rindui. Bukan sedih ni tapi mcm nak teriak dah",Hence,0
10090,"Nguatin hati temen yg lagi sedih bisa, giliran hati sendiri ga bisa.
Dasar inyong",Nguatin,0
10091,"Hai. Aku kembali lagi!

Ada beberapa hal yang harus kamu perhatikan sebelum memercayai tweet viral lho. Beberapa hal yang akan kupaparkan di bawah ini berisikan petunjuk-petunjuk yang akan menyelamatkan kamu dari rasa kecewa karena terlalu mudah percaya. Soooo, stay tune!

(Utas)",Utas,0
10092,"Bila? Tak tahu pun ada makan free  Tok Joe Bedul tak mau jemput #RakyatMarhaen makan kaa, kecewa nie, asal ada umah terbuka Tok Joe..dah abis, asal dah abis baru tau ",Tok Joe,0
10093,"""Kalau aku kecewa atau sedih, aku ingin kau merasakannya juga"" Nobita~",Nobita,0
10094,@yaqzanyahaya Abg yum baru lepas kecewa ni..online review semua best tapi hmmmm,Abg yum,0
10095,"Mungkin Yanan juga kecewa, aku juga :""""",Yanan,0
10096,"@POCKETDOLZ admin terkasih, jangan lupa masih ada tiga manusia lagi yang tadi datang ke fm harap foto barengnya segera di upload. trims.

tertanda,
kaum yang ditinggalkan tanpa didadahkan",tiga,0
10097,"TANPA PUTUSAN DIRIKU KAU TINGGALKAN 
TANPA BICARA KAU BUATKU KECEWA 
TANPA BERDOSA KAU BUAT KU MERANA",KU,0
10098,"Turut berduka cita.

Tuhan beri kekuatan bagi keluarga yang ditinggalkan",Tuhan,0
10099,"Dear pakde @jokowi . Jika berita ini benar, jujur saya ikut kecewa. Mungkin mas @kaesangp bisa beri tanggapan..
Arau mas @Chilli_Pari . Monggo",Arau,0
10100,Kecewa dgn diri sendiri,Kecewa,0
10101,janganla ship binjin aku tak nak kecewa macam song song couple ,binjin,0
10102,Last minute bah kena bgtau winner concert cancelled. Apalah perasaan org yg suda apply cuti booked hotel flight etc. Sedih bodoh,minute,0
10103,"""Aku bukannya kecewa karena kau berbohong padaku. Aku kecewa karena mulai sekarang aku tidak bisa memercayaimu."" #Tangerang #gakhabispikir",Tangerang,0
10104,Kawan kawan pun suka buat aku kecewa sampai melalak,Kawan,0
10105,"Sepulang dari psikiater aku di fonis mengidap gangguan jiwa.
Karna terlalu larut dalam kecewa setelah di tinggalkan dgn alasan dasar jelek! Gendut! Gue malu punya pacar yg fisiknya lama makin jelek !! apa cinta harus selalu tentang fisik ?",Sepulang,0
10106,"Aku ingin mengapresiasi mereka yg udah berusaha, namun nasib belum berpihak padanya. Kecewa itu hal yg manusiawi. Sedih itu reaksi yg wajar. Tapi percayalah kawan, skenario semesta kelak akan menunjukkan kuasanya. Tidak ada tetes keringat yg jatuh sia-sia. 

#MidnightThought",MidnightThought,0
10107,@NightRu67544837 Nishimiya kecewa baca reply kamu :/,Nishimiya,0
10108,"Beberapa kali dibuat kecewa
Beberapa kali juga memaafkan
Mengatasnamakan sayang
Logika pun terbuang
Mengesampingkan hati yang sejatinya terluka karena terpaku atas dasar: ""Intinya kamu bahagia saja dulu, aku mah gampang"".

-tertidurpulas",Logika,0
10109,"Kebanyakan lagu famous dan yang menjadi siulan serta mendapat jutaan tontonan adalah lagu CINTA. Dan, kebanyakannya, LIRIK lagunya majoriti tentang KECEWA dengan cinta. 

Disakiti, dikhianati, dicurangi.. Kecewa, sakit, sedih, perit.

Kan?",jutaan,0
10110,"@yhannah95 Colin kecewa, ia tidak boleh serakah.

""Tidak juga, sudah terlalu larut, apa lebih baik kita akhiri percakapan malam ini?""",Colin,0
10111,"

                
Bernafas dengan udara
Bersama dia aku kecewa

                                 
",Bernafas,0
10112,Kecewa..... baik undi BN kalau macam ni,BN,0
10113,"Jujur kecewa banget karna dia bohong:"")",Jujur,0
10114,"Smg @syedumarmokhtar  ditmptkan bersama org2 yg beriman, sedih dgn pemergian beliau, org baik ALLAH syg.. al-fatihah utk abam..",org2,0
10115,"[dream] tiba2 ngerasa sedih kecewa sama diri sendiri karena gak bsa nonton konsernya anak2 padahal ini konser yg terakhir sebelum mereka graduated, pls semangatin kita2 yg gak bsa nonton tds dong ",terakhir,0
10116,"surah yassin ayat 76 dibaca untuk tenteramkan diri apabila difitnah, bila sedih, sebak dan kecewa.

* baca sambil urut dada ",76,0
10117,"@idolfess TOLONG YG LIAT INI TOLONG BANGEEEEET. 

NANGIS, bawa piso guys. dia bilang minta maaf, minta maaf terus. dia bilang nomu himdeuro nomu himdeuro terus, sambil nangis. rasanya sakit banget sumpah nga bohong. 

siapapun yg liat ini tolong bantu kasih semangat, dan dengerin karyanya",nomu himdeuro,0
10118,"""Jika kau meninggalkan seseorang, berikanlah alasan. Tak ada yg lebih menyakitkan daripada ditinggalkan tanpa ada penjelasan"" Eunhyuk",Eunhyuk,0
10119,Dua hal tersulit: sabar menunggu yang tak pasti dan keberanian untuk tak kecewa jika ternyata sabar tidaklah cukup.,Dua,0
10120,Aku pun terasa sedih tdi pagi. Sbb baru je rasa tgok arwah kat MLM hmm,tdi,0
